,38.29,38.29.1,38.29.2,38.29.3,38.29.4,38.29.5,38.66,38.66.1,38.66.2,38.66.3,1
4245,14.93,14.93,14.93,14.93,14.77,14.93,14.93,14.77,14.77,14.77,-1
4246,14.77,14.77,14.77,14.77,14.77,14.77,14.6,14.77,14.77,14.6,-1
4247,14.93,14.93,14.93,14.93,14.93,14.93,16.78,19.13,21.31,23.49,1
4248,24.16,25.17,26.17,27.18,28.02,28.69,29.36,30.03,30.54,31.21,1
4249,31.54,32.05,32.38,32.89,33.22,33.56,33.89,34.06,34.4,34.56,1
4250,34.9,35.07,35.4,35.57,35.74,36.07,36.24,36.41,36.58,36.74,1
4251,36.91,36.91,37.25,37.42,37.58,37.75,37.92,37.92,38.09,38.42,1
4252,38.42,38.59,38.59,38.76,39.09,39.09,39.26,39.43,39.6,39.77,1
4253,39.93,40.1,40.1,40.27,40.44,40.6,40.6,40.77,40.94,41.11,1
4254,41.11,41.44,41.44,41.61,41.78,41.95,42.11,42.11,42.28,42.28,1
4255,42.45,42.62,42.62,42.95,42.95,43.12,43.29,43.46,43.46,43.62,1
4256,43.62,43.79,43.79,43.96,43.96,44.13,44.3,44.46,44.46,44.63,1
4257,44.63,44.8,44.8,44.8,44.97,44.97,45.13,45.3,45.3,45.47,1
4258,45.47,45.64,45.81,45.81,45.97,45.97,45.97,46.14,46.14,46.31,1
4259,46.31,46.31,46.48,46.64,46.64,46.81,46.81,46.81,46.98,46.98,1
4260,47.15,47.15,47.15,47.32,47.32,47.48,47.48,47.65,47.82,47.82,1
4261,47.82,47.99,47.99,47.99,48.15,48.15,48.32,48.32,48.32,48.49,1
4262,48.49,48.66,48.66,48.66,48.66,48.66,48.66,48.83,48.83,48.83,1
4263,48.83,48.83,48.83,48.99,48.99,48.99,48.99,49.16,49.16,49.16,1
4264,49.16,49.33,49.16,49.33,49.33,49.33,49.5,49.66,49.66,49.66,1
4265,49.83,49.83,50.0,50.0,50.0,50.17,50.17,50.17,50.34,50.5,1
4266,50.5,50.5,50.5,50.5,50.5,50.67,50.67,50.67,51.01,51.01,1
4267,51.01,51.01,51.17,51.17,51.17,51.17,51.17,51.17,51.34,51.34,1
4268,53.19,53.02,52.85,52.52,52.35,51.85,51.51,51.01,50.34,49.83,-1
4269,49.16,48.32,47.48,46.64,45.97,45.3,44.3,43.46,42.45,41.44,-1
4270,40.27,39.43,38.42,37.58,36.74,35.91,35.23,34.56,33.89,33.39,-1
4271,32.72,32.21,31.54,31.04,30.54,29.87,29.36,28.86,28.52,28.02,-1
4272,27.68,27.35,26.85,26.51,26.17,25.67,25.5,25.0,24.83,24.5,-1
4273,24.33,23.99,23.83,23.66,23.15,22.99,22.82,22.65,22.48,22.15,-1
4274,21.98,21.81,21.64,21.31,21.14,20.97,20.81,20.47,20.3,20.13,-1
4275,19.8,19.63,19.63,19.46,19.3,18.96,18.96,18.79,18.62,18.62,-1
4276,18.46,18.29,18.12,17.95,17.95,17.95,17.79,17.79,17.62,17.45,-1
4277,17.45,17.45,17.28,17.28,17.11,17.11,17.11,16.95,16.95,16.78,-1
4278,16.78,16.78,16.78,16.78,16.61,16.44,16.61,16.61,16.61,16.44,-1
4279,16.44,16.44,16.28,16.28,16.28,16.28,16.11,16.11,16.11,16.11,-1
4280,15.94,15.94,15.94,15.94,15.94,15.77,15.77,15.77,15.77,15.77,-1
4281,15.77,15.6,15.6,15.6,15.6,15.6,15.6,15.44,15.44,15.6,-1
4282,15.6,15.44,15.44,15.44,15.44,15.44,15.44,15.27,15.44,15.27,-1
4283,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.1,15.27,-1
4285,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.93,-1
4286,17.79,19.97,21.98,23.15,24.33,25.34,26.34,27.18,28.02,28.69,1
4287,29.36,30.03,30.54,31.04,31.38,31.88,32.21,32.55,32.89,33.05,1
4288,33.39,33.72,33.89,34.23,34.56,34.73,34.9,35.23,35.4,35.57,1
4289,35.74,36.07,36.07,36.41,36.58,36.74,36.91,37.08,37.25,37.42,1
4290,37.75,37.92,38.09,38.26,38.42,38.59,38.76,38.93,39.09,39.26,1
4291,39.43,39.6,39.93,39.93,40.1,40.27,40.44,40.6,40.77,40.94,1
4292,41.11,41.28,41.44,41.61,41.78,41.95,42.11,42.28,42.45,42.45,1
4293,42.62,42.79,42.95,43.12,43.29,43.46,43.62,43.79,43.96,44.13,1
4294,44.3,44.46,44.46,44.63,44.8,44.97,45.13,45.13,45.3,45.47,1
4295,45.64,45.81,45.97,46.14,46.31,46.48,46.48,46.48,46.81,46.81,1
4296,46.98,47.15,47.15,47.48,47.48,47.65,47.82,47.99,47.99,48.15,1
4297,48.32,48.32,48.49,48.66,48.66,48.83,48.99,49.16,49.33,49.33,1
4298,49.5,49.5,49.66,49.83,49.83,49.83,50.0,50.17,50.17,50.34,1
4299,50.5,50.5,50.67,50.67,50.84,50.84,51.01,51.01,51.01,51.17,1
4300,51.17,51.34,51.51,51.51,51.68,51.68,51.85,51.85,52.01,52.01,1
4301,52.01,52.18,52.18,52.18,52.35,52.52,52.52,52.68,52.68,52.85,1
4302,52.85,52.85,52.85,53.02,53.02,53.02,53.02,53.19,53.19,53.36,1
4303,53.52,53.52,53.52,53.52,53.52,53.69,53.52,53.69,53.69,53.69,1
4304,53.86,53.86,54.03,54.03,54.03,54.19,54.19,54.19,54.19,54.19,1
4305,54.36,54.19,54.36,54.36,54.53,54.53,54.7,54.7,54.7,54.7,1
4306,54.7,54.7,54.87,54.7,54.7,54.7,54.7,54.7,54.7,54.7,1
4307,47.15,46.48,45.47,44.63,43.79,42.62,41.61,40.6,39.6,38.42,-1
4308,37.42,36.41,35.57,34.9,34.06,33.39,32.72,31.88,31.38,30.7,-1
4309,30.37,29.7,29.36,28.69,28.36,27.85,27.52,27.01,26.68,26.34,-1
4310,25.84,25.5,25.0,24.66,24.33,23.99,23.66,23.49,23.15,22.99,-1
4311,22.82,22.48,22.32,22.15,21.98,21.81,21.64,21.48,21.31,21.14,-1
4312,20.97,20.81,20.64,20.47,20.3,20.3,20.13,19.97,19.8,19.8,-1
4313,19.8,19.63,19.46,19.3,19.3,19.13,19.13,18.96,18.79,18.79,-1
4314,18.62,18.62,18.62,18.29,18.46,18.29,18.12,18.12,17.95,17.79,-1
4315,17.79,17.79,17.62,17.45,17.45,17.45,17.45,17.45,17.28,17.28,-1
4316,17.28,17.11,17.11,17.11,17.11,17.11,17.11,16.95,17.11,16.95,-1
4317,16.95,16.95,16.78,16.78,16.78,16.61,16.61,16.61,16.61,16.44,-1
4318,16.44,16.28,16.28,16.28,16.11,16.11,15.94,15.94,15.94,15.77,-1
4319,15.77,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.44,-1
4320,15.44,15.44,15.44,15.44,15.44,15.44,15.27,15.44,15.27,15.27,-1
4321,15.27,15.27,15.27,15.1,15.1,15.1,14.93,14.93,14.93,14.93,-1
4322,14.93,14.93,14.93,14.93,14.93,14.93,14.77,14.93,14.93,14.93,-1
4323,14.77,14.93,14.93,14.77,14.77,14.93,14.93,14.77,14.77,14.77,-1
4325,72.38,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4326,72.63,72.63,72.63,72.38,72.63,72.63,72.63,72.63,72.63,72.63,1
4327,72.63,72.63,72.63,72.63,72.38,72.63,72.38,72.63,72.63,72.63,1
4328,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4346,72.63,72.38,72.38,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4350,72.63,72.38,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4358,72.63,72.63,72.63,72.63,72.63,72.89,72.63,72.63,72.63,72.63,1
4363,72.63,72.63,72.63,72.63,72.38,72.63,72.63,72.63,72.63,72.63,1
4370,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.38,1
4376,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.63,1
4380,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.63,72.63,1
4391,72.63,72.63,72.63,72.89,72.63,72.63,72.63,72.63,72.63,72.63,1
4393,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.89,1
4394,72.89,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4399,72.63,72.89,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4403,72.63,72.63,72.89,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4405,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.63,72.89,72.63,1
4408,72.63,72.63,72.63,72.63,72.89,72.63,72.63,72.63,72.63,72.63,1
4410,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.89,1
4412,72.63,72.89,72.89,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4418,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.89,72.63,72.63,1
4430,72.63,72.63,72.63,72.89,72.89,72.63,72.63,72.63,72.63,72.63,1
4433,72.89,72.89,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.63,1
4435,72.63,72.63,72.63,72.63,72.63,72.89,72.63,72.89,72.63,72.63,1
4438,72.63,72.63,72.89,72.89,72.63,72.63,72.63,72.63,72.63,72.63,1
4442,72.63,72.89,72.89,72.89,72.63,72.63,72.63,72.63,72.63,72.63,1
4448,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.89,72.63,1
4456,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.89,72.89,72.63,1
4459,72.63,72.63,72.89,72.89,72.89,72.63,72.63,72.63,72.63,72.63,1
4465,72.63,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.89,72.89,1
4467,72.63,72.89,72.89,72.89,72.89,72.63,72.63,72.63,72.63,72.63,1
4468,72.63,72.63,72.63,72.63,72.89,72.89,72.89,72.63,72.63,72.63,1
4473,72.63,72.63,72.63,72.63,72.63,72.63,72.89,72.89,72.89,72.89,1
